shelter_id,shelter_name,district,state,hazard_type,latitude,longitude,capacity_people,current_occupancy,vulnerable_ratio,days_isolated,road_access,power_backup_hours,food_rations_kg,water_liters,medical_kits,blankets_count,target_shortage_score,target_urgency_class,target_action_code
SH-KAZ-3959,Kaziranga Sector-17 Relief Center,Kaziranga,Assam,flood,26.52224,93.28209,500,375,0.192,0.28,1,32.1,277.3,611.5,6.5,213.2,92.17,CRITICAL_DEFICIT,0
SH-PUR-3960,Puri Sector-15 Relief Center,Puri,Odisha,cyclone,19.10057,86.3953,300,187,0.288,2.63,0,7.1,702.3,1802.6,18.8,519.6,71.86,CRITICAL_DEFICIT,0
SH-CHA-3961,Chamoli Sector-16 Relief Center,Chamoli,Uttarakhand,earthquake,30.04518,79.27108,150,75,0.24,0.11,1,36.6,77.5,156.4,1.9,37.2,91.3,CRITICAL_DEFICIT,0
SH-DHU-3962,Dhubri Sector-6 Relief Center,Dhubri,Assam,flood,25.88351,89.82439,300,223,0.244,3.48,0,41.6,438.1,900.7,5.6,179.0,87.63,CRITICAL_DEFICIT,0
SH-SOU-3963,South 24 Parganas Sector-5 Relief Center,South 24 Parganas,West Bengal,cyclone,22.16461,87.74384,300,152,0.407,8.3,0,52.3,147.8,397.4,2.0,143.9,100.0,CRITICAL_DEFICIT,0
SH-DAR-3964,Darbhanga Sector-16 Relief Center,Darbhanga,Bihar,flood,26.11142,86.11396,150,100,0.143,0.01,0,27.0,84.0,202.4,1.1,81.8,100.0,CRITICAL_DEFICIT,0
SH-KUT-3965,Kutch Sector-7 Relief Center,Kutch,Gujarat,earthquake,23.52527,69.36524,500,445,0.15,0.99,0,23.6,407.4,1058.7,9.0,199.7,100.0,CRITICAL_DEFICIT,0
SH-BAL-3966,Balasore Sector-1 Relief Center,Balasore,Odisha,cyclone,21.40535,86.84189,800,776,0.409,0.34,1,9.4,676.2,1222.4,18.5,577.0,96.51,CRITICAL_DEFICIT,0
SH-DAR-3967,Darbhanga Sector-19 Relief Center,Darbhanga,Bihar,flood,25.67034,85.81032,800,838,0.05,0.85,1,3.5,898.7,2535.1,12.1,607.4,81.45,CRITICAL_DEFICIT,0
SH-UTT-3968,Uttarkashi Sector-6 Relief Center,Uttarkashi,Uttarakhand,earthquake,30.66265,78.72366,500,385,0.65,0.47,1,50.5,98.9,247.8,2.9,41.4,100.0,CRITICAL_DEFICIT,0
SH-BAL-3969,Balasore Sector-5 Relief Center,Balasore,Odisha,cyclone,20.89668,86.7913,300,129,0.296,1.75,1,4.3,563.5,1579.2,13.6,196.0,42.91,DEFICIT,1
SH-SOU-3970,South 24 Parganas Sector-12 Relief Center,South 24 Parganas,West Bengal,cyclone,21.98109,88.45233,800,925,0.423,4.17,1,6.8,9331.0,18188.7,246.2,3683.0,3.37,SURPLUS,3
SH-DHU-3971,Dhubri Sector-1 Relief Center,Dhubri,Assam,flood,26.25838,90.10618,300,59,0.156,0.87,1,8.3,19.5,49.0,0.3,16.5,92.49,CRITICAL_DEFICIT,0
SH-KAN-3972,Kangra Sector-19 Relief Center,Kangra,Himachal Pradesh,earthquake,31.9267,76.34374,800,546,0.216,2.55,0,64.6,928.9,2325.9,17.2,368.5,99.19,CRITICAL_DEFICIT,0
SH-IDU-3973,Idukki Sector-18 Relief Center,Idukki,Kerala,flood,10.16208,77.04319,150,154,0.293,1.59,1,65.2,42.0,85.8,0.6,22.3,100.0,CRITICAL_DEFICIT,0
SH-WAY-3974,Wayanad Sector-3 Relief Center,Wayanad,Kerala,flood,11.67207,76.11734,150,158,0.297,2.57,1,17.7,508.9,1105.0,7.5,263.5,65.14,DEFICIT,1
SH-KAN-3975,Kangra Sector-14 Relief Center,Kangra,Himachal Pradesh,earthquake,32.53598,76.24271,300,236,0.144,7.99,0,0.0,816.7,1548.4,12.6,394.0,79.51,CRITICAL_DEFICIT,0
SH-BAL-3976,Balasore Sector-17 Relief Center,Balasore,Odisha,cyclone,21.53541,86.66993,500,291,0.232,1.94,1,0.5,70.2,190.6,1.7,34.1,93.96,CRITICAL_DEFICIT,0
SH-KUT-3977,Kutch Sector-3 Relief Center,Kutch,Gujarat,earthquake,23.84062,69.55791,300,269,0.319,0.64,1,0.0,80.8,191.8,1.9,32.0,100.0,CRITICAL_DEFICIT,0
SH-VIS-3978,Visakhapatnam Sector-11 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,17.6938,83.46788,150,102,0.273,0.43,0,19.7,375.2,1063.4,5.2,222.4,69.41,DEFICIT,1
SH-DAR-3979,Darbhanga Sector-9 Relief Center,Darbhanga,Bihar,flood,26.38731,85.71995,300,121,0.382,5.12,0,29.2,115.3,338.2,3.4,60.1,98.5,CRITICAL_DEFICIT,0
SH-BAL-3980,Balasore Sector-11 Relief Center,Balasore,Odisha,cyclone,21.0781,86.85443,300,194,0.413,0.1,1,0.0,69.6,193.3,1.7,24.0,100.0,CRITICAL_DEFICIT,0
SH-KUT-3981,Kutch Sector-12 Relief Center,Kutch,Gujarat,earthquake,23.81147,69.79414,500,569,0.275,0.37,1,47.6,546.4,1287.8,10.4,203.5,80.3,CRITICAL_DEFICIT,0
SH-KAZ-3982,Kaziranga Sector-6 Relief Center,Kaziranga,Assam,flood,26.77391,93.30386,150,65,0.477,7.1,1,3.6,59.5,174.6,1.1,59.3,96.26,CRITICAL_DEFICIT,0
SH-UTT-3983,Uttarkashi Sector-3 Relief Center,Uttarkashi,Uttarakhand,earthquake,30.65646,77.92216,300,185,0.377,0.15,1,42.5,133.7,253.4,2.6,50.0,97.69,CRITICAL_DEFICIT,0
SH-KAN-3984,Kangra Sector-2 Relief Center,Kangra,Himachal Pradesh,earthquake,32.10648,75.92536,300,59,0.159,5.49,0,31.9,113.9,261.7,1.2,101.7,89.95,CRITICAL_DEFICIT,0
SH-DHU-3985,Dhubri Sector-15 Relief Center,Dhubri,Assam,flood,26.33651,89.90191,150,87,0.393,1.86,1,28.5,302.8,546.9,4.2,159.9,73.37,CRITICAL_DEFICIT,0
SH-VIS-3986,Visakhapatnam Sector-3 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,17.56889,83.14352,300,83,0.149,3.05,0,53.0,69.6,171.2,0.9,57.0,100.0,CRITICAL_DEFICIT,0
SH-DHU-3987,Dhubri Sector-6 Relief Center,Dhubri,Assam,flood,26.08784,90.27578,300,235,0.089,2.8,1,1.1,74.3,217.6,1.5,41.0,99.46,CRITICAL_DEFICIT,0
SH-KAN-3988,Kangra Sector-19 Relief Center,Kangra,Himachal Pradesh,earthquake,31.66673,76.59151,150,181,0.533,0.75,1,0.0,572.3,1468.2,18.3,204.2,68.23,DEFICIT,1
SH-KUT-3989,Kutch Sector-11 Relief Center,Kutch,Gujarat,earthquake,24.18903,69.39328,1200,388,0.364,5.16,0,27.4,690.9,1790.3,13.5,271.5,98.16,CRITICAL_DEFICIT,0
SH-UTT-3990,Uttarkashi Sector-17 Relief Center,Uttarkashi,Uttarakhand,earthquake,31.05123,78.34638,150,83,0.05,2.24,0,28.6,160.7,476.2,3.0,77.7,88.62,CRITICAL_DEFICIT,0
SH-KUT-3991,Kutch Sector-9 Relief Center,Kutch,Gujarat,earthquake,23.80956,69.82327,300,237,0.109,0.33,1,44.3,438.8,813.8,6.3,298.2,82.22,CRITICAL_DEFICIT,0
SH-WAY-3992,Wayanad Sector-11 Relief Center,Wayanad,Kerala,flood,11.49706,76.50965,500,342,0.284,2.47,0,0.0,2538.0,5857.6,43.9,1311.6,18.63,BALANCED,2
SH-WAY-3993,Wayanad Sector-11 Relief Center,Wayanad,Kerala,flood,11.68772,76.19001,300,137,0.265,1.96,1,3.1,575.5,1564.2,7.6,571.4,46.17,DEFICIT,1
SH-SOU-3994,South 24 Parganas Sector-3 Relief Center,South 24 Parganas,West Bengal,cyclone,22.19185,88.04701,2000,2405,0.598,3.7,0,0.0,9750.5,16200.2,185.7,5776.3,84.25,CRITICAL_DEFICIT,0
SH-PUR-3995,Puri Sector-11 Relief Center,Puri,Odisha,cyclone,19.42108,85.76107,150,66,0.231,2.62,1,10.3,359.7,1087.1,8.7,155.8,30.51,BALANCED,2
SH-KAN-3996,Kangra Sector-17 Relief Center,Kangra,Himachal Pradesh,earthquake,31.97317,75.82271,150,45,0.118,0.38,1,43.8,45.5,86.7,1.0,39.2,90.5,CRITICAL_DEFICIT,0
SH-KAN-3997,Kangra Sector-18 Relief Center,Kangra,Himachal Pradesh,earthquake,32.03171,75.90263,800,255,0.05,0.23,1,48.7,550.0,1598.1,7.6,300.3,69.25,CRITICAL_DEFICIT,0
SH-BAL-3998,Balasore Sector-10 Relief Center,Balasore,Odisha,cyclone,21.7991,86.93824,150,127,0.427,0.53,1,6.0,233.9,542.2,3.4,90.4,81.74,CRITICAL_DEFICIT,0
SH-WAY-3999,Wayanad Sector-2 Relief Center,Wayanad,Kerala,flood,11.61928,75.88492,150,56,0.354,1.34,1,23.7,60.3,104.2,0.8,30.8,89.66,CRITICAL_DEFICIT,0
SH-KAT-4000,Katihar Sector-14 Relief Center,Katihar,Bihar,flood,25.16036,87.59478,300,116,0.212,6.21,0,50.2,97.8,277.1,2.1,80.9,100.0,CRITICAL_DEFICIT,0
SH-CHA-4001,Chamoli Sector-14 Relief Center,Chamoli,Uttarakhand,earthquake,30.34651,79.56874,150,34,0.061,1.2,1,4.5,110.2,277.0,1.0,65.2,58.85,DEFICIT,1
SH-DAR-4002,Darbhanga Sector-1 Relief Center,Darbhanga,Bihar,flood,26.14373,85.66347,500,265,0.403,8.86,0,40.3,977.5,2633.1,25.9,771.0,69.22,DEFICIT,1
SH-IDU-4003,Idukki Sector-2 Relief Center,Idukki,Kerala,flood,9.98969,77.0814,300,121,0.337,0.93,0,37.5,115.7,295.8,3.1,72.6,100.0,CRITICAL_DEFICIT,0
SH-DAR-4004,Darbhanga Sector-17 Relief Center,Darbhanga,Bihar,flood,26.13055,85.54003,300,202,0.181,2.21,1,7.6,62.1,127.1,1.1,45.7,98.23,CRITICAL_DEFICIT,0
SH-VIS-4005,Visakhapatnam Sector-3 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,17.49662,83.41571,300,179,0.437,0.09,1,17.2,540.2,1059.0,9.2,408.3,73.51,CRITICAL_DEFICIT,0
SH-CHA-4006,Chamoli Sector-17 Relief Center,Chamoli,Uttarakhand,earthquake,30.64988,79.18782,500,507,0.231,0.07,1,7.2,976.7,1860.6,18.5,396.9,77.95,CRITICAL_DEFICIT,0
SH-IDU-4007,Idukki Sector-16 Relief Center,Idukki,Kerala,flood,9.80335,76.71571,500,300,0.499,2.1,1,50.9,232.8,634.4,6.4,155.7,99.98,CRITICAL_DEFICIT,0
SH-KAT-4008,Katihar Sector-17 Relief Center,Katihar,Bihar,flood,25.31465,87.2542,1200,1005,0.517,1.92,1,27.5,334.3,832.8,5.4,331.8,100.0,CRITICAL_DEFICIT,0
SH-KAN-4009,Kangra Sector-19 Relief Center,Kangra,Himachal Pradesh,earthquake,31.96217,76.47272,300,275,0.48,1.03,1,21.6,88.3,250.5,1.8,61.3,97.11,CRITICAL_DEFICIT,0
SH-CHA-4010,Chamoli Sector-12 Relief Center,Chamoli,Uttarakhand,earthquake,30.56453,79.52986,150,92,0.557,1.46,1,37.9,90.2,166.1,2.5,33.8,96.84,CRITICAL_DEFICIT,0
SH-KAZ-4011,Kaziranga Sector-15 Relief Center,Kaziranga,Assam,flood,26.76974,93.28403,150,129,0.05,3.04,0,0.0,95.5,288.4,1.8,48.7,100.0,CRITICAL_DEFICIT,0
SH-KAT-4012,Katihar Sector-3 Relief Center,Katihar,Bihar,flood,25.37769,87.63812,300,231,0.256,2.76,1,26.6,2572.9,5794.1,34.1,1810.7,0.0,SURPLUS,3
SH-BAL-4013,Balasore Sector-15 Relief Center,Balasore,Odisha,cyclone,21.86168,86.59638,500,412,0.19,5.45,0,25.7,807.1,2232.2,9.6,722.1,88.33,CRITICAL_DEFICIT,0
SH-BAL-4014,Balasore Sector-8 Relief Center,Balasore,Odisha,cyclone,21.36831,87.1281,150,97,0.523,2.15,0,18.3,887.1,1526.8,25.7,669.2,27.03,BALANCED,2
SH-UTT-4015,Uttarkashi Sector-4 Relief Center,Uttarkashi,Uttarakhand,earthquake,30.98842,78.88225,300,278,0.347,0.21,1,0.0,3351.5,5552.1,93.5,2165.0,0.14,SURPLUS,3
SH-PUR-4016,Puri Sector-19 Relief Center,Puri,Odisha,cyclone,19.96784,86.21273,300,111,0.435,1.12,0,12.6,177.4,400.5,4.6,112.8,100.0,CRITICAL_DEFICIT,0
SH-BAL-4017,Balasore Sector-17 Relief Center,Balasore,Odisha,cyclone,21.52913,87.12341,500,415,0.137,5.29,0,27.9,401.3,834.4,7.8,195.5,100.0,CRITICAL_DEFICIT,0
SH-KAT-4018,Katihar Sector-10 Relief Center,Katihar,Bihar,flood,25.31133,87.95336,150,26,0.12,0.82,0,0.0,184.5,410.3,2.8,94.6,26.91,BALANCED,2
SH-KAZ-4019,Kaziranga Sector-5 Relief Center,Kaziranga,Assam,flood,26.55941,92.96461,150,27,0.383,0.4,1,35.1,6.6,17.0,0.2,6.2,100.0,CRITICAL_DEFICIT,0
SH-DAR-4020,Darbhanga Sector-7 Relief Center,Darbhanga,Bihar,flood,25.86125,85.75513,300,287,0.176,0.03,1,6.7,984.5,2477.8,10.1,913.9,53.31,DEFICIT,1
SH-BAL-4021,Balasore Sector-6 Relief Center,Balasore,Odisha,cyclone,21.77944,87.07161,150,119,0.21,0.26,0,3.5,120.1,223.1,1.6,72.6,100.0,CRITICAL_DEFICIT,0
SH-PUR-4022,Puri Sector-19 Relief Center,Puri,Odisha,cyclone,19.8276,85.57955,150,65,0.167,0.26,1,6.4,248.0,524.3,3.0,167.5,55.42,DEFICIT,1
SH-BAL-4023,Balasore Sector-17 Relief Center,Balasore,Odisha,cyclone,21.63531,86.88778,300,58,0.052,7.27,1,22.5,494.6,986.7,5.7,340.4,1.89,BALANCED,2
SH-DAR-4024,Darbhanga Sector-10 Relief Center,Darbhanga,Bihar,flood,26.16657,86.11861,300,244,0.214,1.78,1,14.3,219.9,360.9,5.3,198.8,97.49,CRITICAL_DEFICIT,0
SH-KAN-4025,Kangra Sector-14 Relief Center,Kangra,Himachal Pradesh,earthquake,31.67673,76.19123,150,90,0.126,6.03,1,25.5,142.4,407.2,2.8,74.3,78.96,CRITICAL_DEFICIT,0
SH-DHU-4026,Dhubri Sector-17 Relief Center,Dhubri,Assam,flood,25.88779,90.01257,300,195,0.42,3.5,1,30.0,1956.2,3684.9,37.1,1005.1,8.52,SURPLUS,3
SH-CHA-4027,Chamoli Sector-16 Relief Center,Chamoli,Uttarakhand,earthquake,30.39362,79.44733,300,291,0.449,2.28,0,35.0,436.7,915.4,7.5,436.6,98.54,CRITICAL_DEFICIT,0
SH-CHA-4028,Chamoli Sector-5 Relief Center,Chamoli,Uttarakhand,earthquake,30.65745,79.42241,150,37,0.37,0.68,1,31.4,9.4,27.1,0.2,3.3,100.0,CRITICAL_DEFICIT,0
SH-BAL-4029,Balasore Sector-1 Relief Center,Balasore,Odisha,cyclone,21.51412,86.62213,300,235,0.303,1.16,0,29.7,203.4,451.4,2.7,140.6,100.0,CRITICAL_DEFICIT,0
SH-KAT-4030,Katihar Sector-10 Relief Center,Katihar,Bihar,flood,25.71334,87.86213,800,528,0.124,1.5,0,22.2,1099.2,2733.6,16.5,803.3,89.29,CRITICAL_DEFICIT,0
SH-VIS-4031,Visakhapatnam Sector-14 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,17.65788,83.36164,300,267,0.287,1.36,1,35.7,242.1,506.9,4.7,85.8,93.71,CRITICAL_DEFICIT,0
SH-PUR-4032,Puri Sector-6 Relief Center,Puri,Odisha,cyclone,19.78975,85.75471,150,20,0.05,0.34,1,12.6,72.0,180.2,1.1,45.6,54.05,DEFICIT,1
SH-KUT-4033,Kutch Sector-16 Relief Center,Kutch,Gujarat,earthquake,23.46262,69.39778,500,195,0.379,3.2,1,40.6,778.2,2029.9,15.4,746.0,48.45,DEFICIT,1
SH-PUR-4034,Puri Sector-9 Relief Center,Puri,Odisha,cyclone,20.21628,86.10097,300,69,0.409,1.39,1,20.4,245.1,478.1,5.9,213.8,60.22,DEFICIT,1
SH-WAY-4035,Wayanad Sector-4 Relief Center,Wayanad,Kerala,flood,11.80666,76.07464,150,91,0.3,5.17,1,10.9,30.3,77.3,0.8,21.8,100.0,CRITICAL_DEFICIT,0
SH-VIS-4036,Visakhapatnam Sector-10 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,17.40989,83.22311,300,132,0.196,2.51,1,26.3,977.9,1939.2,15.0,458.5,17.53,BALANCED,2
SH-CHA-4037,Chamoli Sector-13 Relief Center,Chamoli,Uttarakhand,earthquake,30.78076,79.24095,800,906,0.318,1.75,1,29.3,715.9,1336.7,15.2,542.0,97.22,CRITICAL_DEFICIT,0
SH-DAR-4038,Darbhanga Sector-16 Relief Center,Darbhanga,Bihar,flood,26.1691,85.89618,300,152,0.172,3.62,0,27.8,44.6,107.4,0.5,18.1,100.0,CRITICAL_DEFICIT,0
SH-KAZ-4039,Kaziranga Sector-3 Relief Center,Kaziranga,Assam,flood,25.81574,93.13342,800,741,0.323,0.68,1,15.4,1149.1,2228.1,20.2,1133.7,82.27,CRITICAL_DEFICIT,0
SH-KAN-4040,Kangra Sector-6 Relief Center,Kangra,Himachal Pradesh,earthquake,31.57256,76.41541,300,187,0.05,1.08,1,29.7,710.9,1702.5,13.1,306.2,51.72,DEFICIT,1
SH-DAR-4041,Darbhanga Sector-13 Relief Center,Darbhanga,Bihar,flood,26.18605,85.81534,300,326,0.051,0.29,1,53.6,2011.5,4860.4,40.3,1458.2,18.06,BALANCED,2
SH-VIS-4042,Visakhapatnam Sector-6 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,17.20544,83.43018,300,323,0.213,7.07,1,31.1,89.0,240.7,2.0,52.9,93.47,CRITICAL_DEFICIT,0
SH-KUT-4043,Kutch Sector-10 Relief Center,Kutch,Gujarat,earthquake,23.58463,70.05985,150,52,0.14,1.49,1,32.5,75.1,210.5,0.8,62.0,80.7,CRITICAL_DEFICIT,0
SH-KAN-4044,Kangra Sector-16 Relief Center,Kangra,Himachal Pradesh,earthquake,31.83635,76.18389,150,171,0.105,2.31,1,0.0,142.6,296.6,2.2,127.7,91.36,CRITICAL_DEFICIT,0
SH-BAL-4045,Balasore Sector-10 Relief Center,Balasore,Odisha,cyclone,21.4268,87.34272,500,513,0.65,0.86,1,8.0,3822.1,6425.2,121.7,3383.9,35.39,BALANCED,2
SH-WAY-4046,Wayanad Sector-3 Relief Center,Wayanad,Kerala,flood,11.05342,76.11067,150,68,0.05,4.27,1,0.0,100.4,258.7,0.9,68.8,86.48,CRITICAL_DEFICIT,0
SH-DAR-4047,Darbhanga Sector-6 Relief Center,Darbhanga,Bihar,flood,25.64642,85.80224,500,561,0.05,3.75,1,14.1,557.0,1268.2,5.3,277.3,91.81,CRITICAL_DEFICIT,0
SH-PUR-4048,Puri Sector-18 Relief Center,Puri,Odisha,cyclone,20.075,85.89758,500,381,0.142,1.93,1,16.3,2921.4,8119.2,46.6,2079.6,0.34,SURPLUS,3
SH-DAR-4049,Darbhanga Sector-6 Relief Center,Darbhanga,Bihar,flood,26.62299,85.68776,300,220,0.124,2.12,1,15.6,213.4,364.1,2.7,169.1,92.07,CRITICAL_DEFICIT,0
SH-VIS-4050,Visakhapatnam Sector-9 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,16.94389,83.07491,500,314,0.115,1.38,1,43.4,2191.2,6309.9,27.6,1656.5,6.21,BALANCED,2
SH-SOU-4051,South 24 Parganas Sector-9 Relief Center,South 24 Parganas,West Bengal,cyclone,21.89819,88.35556,150,64,0.515,1.18,1,7.6,257.0,731.7,6.6,103.7,51.64,DEFICIT,1
SH-KAZ-4052,Kaziranga Sector-17 Relief Center,Kaziranga,Assam,flood,26.31186,92.88966,1200,165,0.286,2.49,1,28.2,707.0,1155.3,9.5,588.9,59.08,DEFICIT,1
SH-KAN-4053,Kangra Sector-17 Relief Center,Kangra,Himachal Pradesh,earthquake,32.26985,76.64136,150,74,0.187,1.0,1,36.9,69.2,204.5,1.0,54.7,88.93,CRITICAL_DEFICIT,0
SH-UTT-4054,Uttarkashi Sector-13 Relief Center,Uttarkashi,Uttarakhand,earthquake,30.60494,78.57782,500,400,0.197,2.54,0,35.0,418.2,1114.6,8.2,173.1,100.0,CRITICAL_DEFICIT,0
SH-VIS-4055,Visakhapatnam Sector-3 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,17.87977,83.03073,150,74,0.071,0.36,1,36.7,501.6,905.8,6.1,497.4,31.49,BALANCED,2
SH-CHA-4056,Chamoli Sector-17 Relief Center,Chamoli,Uttarakhand,earthquake,30.41305,79.5881,300,122,0.246,0.33,1,11.7,919.5,2249.8,12.8,505.5,6.46,SURPLUS,3
SH-DHU-4057,Dhubri Sector-16 Relief Center,Dhubri,Assam,flood,26.18043,89.80371,150,28,0.201,2.23,1,17.1,41.4,115.2,0.9,28.4,81.78,CRITICAL_DEFICIT,0
SH-KAN-4058,Kangra Sector-12 Relief Center,Kangra,Himachal Pradesh,earthquake,32.37275,76.36608,500,436,0.379,3.42,1,56.7,851.6,1691.5,14.8,486.4,86.23,CRITICAL_DEFICIT,0
SH-SOU-4059,South 24 Parganas Sector-16 Relief Center,South 24 Parganas,West Bengal,cyclone,21.73815,89.00224,1200,486,0.258,8.84,1,43.8,456.0,776.7,5.8,338.3,94.45,CRITICAL_DEFICIT,0
SH-VIS-4060,Visakhapatnam Sector-16 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,17.98925,83.06277,150,142,0.077,0.24,0,32.9,108.7,224.9,1.0,96.8,100.0,CRITICAL_DEFICIT,0
SH-UTT-4061,Uttarkashi Sector-1 Relief Center,Uttarkashi,Uttarakhand,earthquake,30.39662,78.26149,1200,574,0.297,2.15,0,16.8,1158.3,3010.2,27.2,400.8,93.14,CRITICAL_DEFICIT,0
SH-BAL-4062,Balasore Sector-17 Relief Center,Balasore,Odisha,cyclone,21.67618,86.98299,800,702,0.529,5.73,0,29.1,4469.1,11416.1,138.0,2507.0,43.87,DEFICIT,1
SH-WAY-4063,Wayanad Sector-5 Relief Center,Wayanad,Kerala,flood,11.18914,75.95092,300,368,0.28,2.23,1,1.7,2133.7,5891.6,55.1,1737.3,27.31,BALANCED,2
SH-DAR-4064,Darbhanga Sector-1 Relief Center,Darbhanga,Bihar,flood,26.23795,85.94999,300,282,0.213,0.6,0,18.0,68.3,192.4,1.6,24.2,100.0,CRITICAL_DEFICIT,0
SH-DHU-4065,Dhubri Sector-4 Relief Center,Dhubri,Assam,flood,26.22742,90.21104,300,183,0.242,3.31,1,22.9,136.0,313.7,2.4,61.7,91.37,CRITICAL_DEFICIT,0
SH-BAL-4066,Balasore Sector-10 Relief Center,Balasore,Odisha,cyclone,21.31522,87.12011,300,25,0.283,4.55,1,2.5,159.1,446.2,2.8,69.3,13.38,BALANCED,2
SH-WAY-4067,Wayanad Sector-1 Relief Center,Wayanad,Kerala,flood,11.69207,76.00664,300,108,0.096,2.0,0,0.0,768.9,1814.8,14.2,419.8,21.15,BALANCED,2
SH-IDU-4068,Idukki Sector-9 Relief Center,Idukki,Kerala,flood,9.96648,76.7941,300,308,0.05,2.06,1,25.3,2076.3,4628.0,27.0,1778.4,15.43,BALANCED,2
SH-DAR-4069,Darbhanga Sector-13 Relief Center,Darbhanga,Bihar,flood,26.03629,85.85861,300,77,0.603,12.34,0,46.0,252.1,708.4,4.7,251.0,77.81,CRITICAL_DEFICIT,0
SH-PUR-4070,Puri Sector-6 Relief Center,Puri,Odisha,cyclone,19.59983,85.98479,300,275,0.05,0.52,1,38.5,291.3,609.4,2.7,249.3,88.72,CRITICAL_DEFICIT,0
SH-DAR-4071,Darbhanga Sector-6 Relief Center,Darbhanga,Bihar,flood,26.20279,85.92754,800,301,0.137,0.52,1,15.8,279.5,724.7,6.0,204.3,91.55,CRITICAL_DEFICIT,0
SH-DAR-4072,Darbhanga Sector-19 Relief Center,Darbhanga,Bihar,flood,25.92814,85.90632,300,298,0.279,2.88,1,28.1,317.9,729.4,4.1,317.4,92.87,CRITICAL_DEFICIT,0
SH-UTT-4073,Uttarkashi Sector-11 Relief Center,Uttarkashi,Uttarakhand,earthquake,31.13066,77.85878,150,42,0.05,0.79,1,55.9,161.4,275.2,2.3,156.6,64.05,DEFICIT,1
SH-VIS-4074,Visakhapatnam Sector-4 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,17.71415,83.0764,150,48,0.349,3.06,0,33.1,70.2,171.7,1.3,36.2,100.0,CRITICAL_DEFICIT,0
SH-UTT-4075,Uttarkashi Sector-9 Relief Center,Uttarkashi,Uttarakhand,earthquake,30.71827,78.39333,300,260,0.604,3.5,1,0.0,2366.1,3872.1,62.0,897.0,19.79,BALANCED,2
SH-SOU-4076,South 24 Parganas Sector-10 Relief Center,South 24 Parganas,West Bengal,cyclone,21.60483,88.40166,500,418,0.378,2.53,0,0.0,1801.7,3401.8,41.9,779.5,76.09,CRITICAL_DEFICIT,0
SH-KUT-4077,Kutch Sector-4 Relief Center,Kutch,Gujarat,earthquake,23.87725,69.5258,800,186,0.415,0.52,1,11.5,135.6,362.7,2.2,126.6,96.4,CRITICAL_DEFICIT,0
SH-WAY-4078,Wayanad Sector-9 Relief Center,Wayanad,Kerala,flood,11.65446,76.25243,1200,1445,0.116,0.6,1,45.0,465.8,853.8,9.7,185.5,94.43,CRITICAL_DEFICIT,0
SH-CHA-4079,Chamoli Sector-15 Relief Center,Chamoli,Uttarakhand,earthquake,30.59631,79.03878,500,379,0.275,5.09,0,0.0,2896.6,7890.2,66.7,2604.7,20.44,SURPLUS,3
SH-VIS-4080,Visakhapatnam Sector-4 Relief Center,Visakhapatnam,Andhra Pradesh,cyclone,17.6336,83.3827,500,625,0.266,1.68,1,42.7,4817.6,9616.4,57.2,4127.1,19.93,BALANCED,2
SH-IDU-4081,Idukki Sector-3 Relief Center,Idukki,Kerala,flood,9.69044,76.96575,1200,742,0.191,8.1,0,30.8,9344.0,23328.1,120.3,8295.5,15.22,SURPLUS,3
SH-KAT-4082,Katihar Sector-7 Relief Center,Katihar,Bihar,flood,25.62501,87.92777,300,225,0.432,0.15,1,24.8,941.7,2747.1,22.2,473.7,45.76,DEFICIT,1
SH-BAL-4083,Balasore Sector-6 Relief Center,Balasore,Odisha,cyclone,21.78602,86.41108,500,512,0.508,2.56,0,16.9,912.9,1847.6,23.5,462.9,100.0,CRITICAL_DEFICIT,0
SH-KAZ-4084,Kaziranga Sector-18 Relief Center,Kaziranga,Assam,flood,26.59331,93.34578,300,276,0.326,0.74,1,11.8,2900.0,8395.3,57.0,1229.4,4.14,SURPLUS,3
SH-KAT-4085,Katihar Sector-8 Relief Center,Katihar,Bihar,flood,25.55971,87.9664,150,20,0.277,1.93,1,27.6,143.2,417.4,2.9,119.5,5.52,BALANCED,2
SH-IDU-4086,Idukki Sector-6 Relief Center,Idukki,Kerala,flood,9.81816,77.06422,150,78,0.336,0.32,1,16.2,78.3,153.5,1.7,30.5,93.32,CRITICAL_DEFICIT,0
SH-IDU-4087,Idukki Sector-13 Relief Center,Idukki,Kerala,flood,9.74661,77.07654,150,51,0.147,2.4,1,22.3,46.7,126.8,0.5,30.4,88.45,CRITICAL_DEFICIT,0
SH-UTT-4088,Uttarkashi Sector-2 Relief Center,Uttarkashi,Uttarakhand,earthquake,31.1963,78.65587,300,290,0.319,1.45,1,0.0,423.7,780.6,10.8,248.0,88.68,CRITICAL_DEFICIT,0
